stress_level,method,seed,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
0.000000,conformal_risk_filter,0,0.471354,0.374256,0.243049,0.243480,0.089868,0.209799,0.083898,0.215351,0.163173,0.208532,0.171121,-0.165025,0.049993,0.004409,0.001711,0.001428,0.000552,0.000726,0.000501,0.001486,0.000949,0.001133,0.001047,0.050653,384
0.000000,conformal_risk_filter,1,0.515625,0.375011,0.242845,0.242818,0.089888,0.209741,0.083764,0.215317,0.163359,0.208695,0.171661,-0.119838,0.050051,0.004330,0.001737,0.001378,0.000520,0.000734,0.000501,0.001431,0.000975,0.001159,0.001090,0.051222,384
0.000000,conformal_risk_filter,2,0.526042,0.374452,0.242118,0.243714,0.089790,0.209579,0.084019,0.215784,0.163055,0.208697,0.171211,-0.109525,0.050008,0.004305,0.001742,0.001411,0.000533,0.000736,0.000479,0.001432,0.000914,0.001077,0.001003,0.051135,384
0.000000,conformal_risk_filter,3,0.479167,0.374604,0.242559,0.243239,0.089624,0.209530,0.083788,0.215561,0.163088,0.208722,0.171358,-0.156047,0.050032,0.004355,0.001733,0.001449,0.000516,0.000773,0.000514,0.001479,0.000903,0.001077,0.001016,0.051013,384
0.000000,conformal_risk_filter,4,0.507812,0.374228,0.242733,0.243503,0.089834,0.209421,0.084014,0.215429,0.162964,0.208528,0.171210,-0.128099,0.050070,0.004372,0.001719,0.001397,0.000534,0.000720,0.000513,0.001475,0.000921,0.001099,0.000999,0.050818,384
0.000000,conformal_risk_filter,5,0.500000,0.374043,0.242529,0.243511,0.089706,0.209409,0.083907,0.215619,0.162957,0.208396,0.171203,-0.135631,0.050076,0.004286,0.001736,0.001459,0.000542,0.000757,0.000467,0.001432,0.000926,0.001118,0.001029,0.051057,384
0.000000,conformal_risk_filter,6,0.492188,0.374255,0.242648,0.243251,0.090007,0.209749,0.084085,0.215834,0.163020,0.208530,0.171328,-0.143876,0.050070,0.004431,0.001764,0.001419,0.000536,0.000747,0.000504,0.001442,0.000925,0.001091,0.001036,0.051260,384
0.000000,conformal_risk_filter,7,0.494792,0.373805,0.242257,0.243258,0.090070,0.209669,0.083811,0.215749,0.163380,0.208876,0.171320,-0.141177,0.050073,0.004366,0.001769,0.001385,0.000541,0.000714,0.000503,0.001457,0.000923,0.001115,0.001006,0.050680,384
0.000000,conformal_risk_filter,8,0.479167,0.374488,0.242423,0.243201,0.089957,0.209200,0.083833,0.215179,0.162928,0.208678,0.170931,-0.156028,0.050032,0.004349,0.001793,0.001411,0.000548,0.000702,0.000498,0.001472,0.000949,0.001119,0.001053,0.050918,384
0.000000,conformal_risk_filter,9,0.505208,0.374677,0.243132,0.243213,0.089647,0.209435,0.084157,0.215640,0.163248,0.208791,0.171605,-0.130801,0.050073,0.004287,0.001767,0.001435,0.000529,0.000749,0.000495,0.001468,0.000923,0.001093,0.001009,0.051262,384
0.000000,counterfactual_mechanism_audit_v5,0,0.815104,0.705862,0.104863,0.095150,0.053357,0.194932,0.045354,0.144681,0.051153,0.092106,0.044250,0.683737,0.038880,0.001982,0.001326,0.000945,0.000417,0.000562,0.000405,0.000919,0.000589,0.000735,0.000690,0.038843,384
0.000000,counterfactual_mechanism_audit_v5,1,0.809896,0.706608,0.104565,0.095063,0.053252,0.194951,0.045437,0.144999,0.050580,0.091613,0.043594,0.679487,0.039298,0.001889,0.001327,0.000970,0.000415,0.000563,0.000400,0.000947,0.000599,0.000741,0.000701,0.039269,384
0.000000,counterfactual_mechanism_audit_v5,2,0.789062,0.706242,0.104680,0.094924,0.053331,0.194578,0.045291,0.145218,0.050974,0.092101,0.043874,0.658343,0.040859,0.001971,0.001269,0.000948,0.000401,0.000545,0.000376,0.000941,0.000600,0.000765,0.000711,0.040888,384
0.000000,counterfactual_mechanism_audit_v5,3,0.799479,0.705750,0.104724,0.095047,0.053246,0.194674,0.045345,0.144909,0.050711,0.091539,0.043773,0.668718,0.040100,0.001965,0.001332,0.000943,0.000406,0.000566,0.000362,0.000925,0.000608,0.000778,0.000708,0.040302,384
0.000000,counterfactual_mechanism_audit_v5,4,0.796875,0.705620,0.104668,0.095106,0.052971,0.194532,0.045327,0.144806,0.050893,0.091994,0.043907,0.666321,0.040293,0.001963,0.001305,0.001018,0.000421,0.000581,0.000395,0.000933,0.000635,0.000824,0.000738,0.040685,384
0.000000,counterfactual_mechanism_audit_v5,5,0.815104,0.705956,0.104380,0.094623,0.053322,0.194617,0.045633,0.145054,0.050668,0.091620,0.043563,0.684840,0.038880,0.001993,0.001270,0.000963,0.000424,0.000579,0.000402,0.000926,0.000623,0.000795,0.000702,0.039311,384
0.000000,counterfactual_mechanism_audit_v5,6,0.822917,0.704243,0.104461,0.094713,0.053466,0.194723,0.045309,0.145236,0.051115,0.092181,0.043897,0.691595,0.038232,0.001983,0.001244,0.000970,0.000425,0.000577,0.000375,0.000937,0.000634,0.000777,0.000727,0.038470,384
0.000000,counterfactual_mechanism_audit_v5,7,0.768229,0.706200,0.104895,0.094890,0.053177,0.194878,0.045643,0.144922,0.050679,0.091747,0.043636,0.637455,0.042260,0.001906,0.001284,0.000952,0.000421,0.000570,0.000367,0.000938,0.000601,0.000768,0.000693,0.042570,384
0.000000,counterfactual_mechanism_audit_v5,8,0.796875,0.705131,0.105054,0.094810,0.053157,0.194650,0.045530,0.145088,0.050840,0.091940,0.043845,0.665667,0.040293,0.001929,0.001274,0.000957,0.000431,0.000535,0.000369,0.000955,0.000641,0.000798,0.000743,0.040631,384
0.000000,counterfactual_mechanism_audit_v5,9,0.799479,0.705384,0.104892,0.095402,0.053215,0.194503,0.045291,0.144972,0.050654,0.091771,0.043715,0.668299,0.040100,0.001858,0.001319,0.000967,0.000419,0.000575,0.000377,0.000956,0.000634,0.000814,0.000747,0.040450,384
0.000000,oracle_mechanism_repair,0,0.927083,0.822367,0.054093,0.045710,0.030768,0.153706,0.026204,0.078013,0.002696,0.049486,0.000034,1.011373,0.026039,0.001375,0.001100,0.000790,0.000372,0.000469,0.000348,0.000557,0.000321,0.000476,0.000033,0.026080,384
0.000000,oracle_mechanism_repair,1,0.932292,0.823102,0.053697,0.045950,0.030744,0.153770,0.026448,0.078354,0.002499,0.049671,0.000029,1.016941,0.025162,0.001318,0.001118,0.000762,0.000367,0.000475,0.000346,0.000539,0.000314,0.000502,0.000028,0.025225,384
0.000000,oracle_mechanism_repair,2,0.953125,0.821924,0.053206,0.045908,0.030384,0.154159,0.026571,0.078458,0.002450,0.049408,0.000031,1.038063,0.021169,0.001423,0.001087,0.000777,0.000365,0.000477,0.000349,0.000589,0.000297,0.000461,0.000023,0.021193,384
0.000000,oracle_mechanism_repair,3,0.919271,0.821975,0.054307,0.045399,0.030621,0.154327,0.026102,0.078196,0.002565,0.049268,0.000057,1.003542,0.027283,0.001436,0.001082,0.000787,0.000385,0.000483,0.000320,0.000592,0.000312,0.000471,0.000045,0.027517,384
0.000000,oracle_mechanism_repair,4,0.947917,0.823353,0.053531,0.045838,0.030824,0.153910,0.026191,0.078518,0.002391,0.048912,0.000039,1.032939,0.022253,0.001315,0.001152,0.000777,0.000368,0.000479,0.000357,0.000560,0.000301,0.000451,0.000031,0.022422,384
0.000000,oracle_mechanism_repair,5,0.940104,0.823425,0.054125,0.045917,0.030670,0.153677,0.026126,0.078169,0.002476,0.049283,0.000022,1.024826,0.023765,0.001368,0.001074,0.000790,0.000362,0.000493,0.000340,0.000557,0.000301,0.000460,0.000022,0.023768,384
0.000000,oracle_mechanism_repair,6,0.929688,0.822746,0.053857,0.045817,0.030712,0.153943,0.026317,0.077997,0.002841,0.049559,0.000023,1.014076,0.025606,0.001463,0.001101,0.000809,0.000368,0.000488,0.000370,0.000553,0.000311,0.000511,0.000020,0.025571,384
0.000000,oracle_mechanism_repair,7,0.950521,0.822910,0.053954,0.045454,0.030877,0.153880,0.026289,0.078292,0.002705,0.049601,0.000057,1.035048,0.021719,0.001355,0.001094,0.000778,0.000364,0.000491,0.000342,0.000596,0.000337,0.000500,0.000055,0.021899,384
0.000000,oracle_mechanism_repair,8,0.916667,0.823185,0.054223,0.045727,0.030952,0.154153,0.026091,0.078304,0.002693,0.049379,0.000064,1.000779,0.027680,0.001374,0.001129,0.000793,0.000391,0.000484,0.000368,0.000567,0.000338,0.000483,0.000054,0.028050,384
0.000000,oracle_mechanism_repair,9,0.921875,0.822782,0.053550,0.046303,0.030776,0.154019,0.026129,0.078333,0.002579,0.049534,0.000031,1.006292,0.026877,0.001344,0.001123,0.000781,0.000398,0.000464,0.000372,0.000606,0.000302,0.000483,0.000031,0.026885,384
0.000000,proposed_failed_rollout_audit_v4_1,0,0.736979,0.619404,0.145772,0.133624,0.065939,0.233825,0.064788,0.126814,0.105979,0.137328,0.107239,0.441681,0.044094,0.002421,0.001450,0.001132,0.000447,0.000633,0.000440,0.000868,0.000721,0.000883,0.000826,0.044283,384
0.000000,proposed_failed_rollout_audit_v4_1,1,0.708333,0.620310,0.145438,0.133794,0.066165,0.233691,0.064864,0.126845,0.106183,0.137603,0.107574,0.413143,0.045522,0.002566,0.001426,0.001093,0.000460,0.000655,0.000420,0.000877,0.000745,0.000902,0.000850,0.046001,384
0.000000,proposed_failed_rollout_audit_v4_1,2,0.716146,0.620432,0.145231,0.133631,0.065785,0.233772,0.064755,0.127321,0.105864,0.137035,0.107076,0.421857,0.045155,0.002462,0.001411,0.001093,0.000469,0.000668,0.000427,0.000890,0.000741,0.000899,0.000836,0.045460,384
0.000000,proposed_failed_rollout_audit_v4_1,3,0.687500,0.621052,0.145390,0.133541,0.065997,0.233674,0.064940,0.127210,0.105608,0.136925,0.107090,0.393239,0.046421,0.002569,0.001443,0.001134,0.000448,0.000654,0.000436,0.000853,0.000748,0.000899,0.000850,0.046841,384
0.000000,proposed_failed_rollout_audit_v4_1,4,0.723958,0.620953,0.145829,0.132950,0.066265,0.233415,0.065026,0.127024,0.105832,0.137126,0.107048,0.429365,0.044771,0.002564,0.001444,0.001093,0.000460,0.000666,0.000413,0.000868,0.000745,0.000921,0.000856,0.045246,384
0.000000,proposed_failed_rollout_audit_v4_1,5,0.716146,0.619842,0.145425,0.133578,0.066324,0.233436,0.064927,0.126777,0.105398,0.136696,0.106620,0.421369,0.045155,0.002592,0.001450,0.001089,0.000475,0.000653,0.000447,0.000879,0.000806,0.000966,0.000886,0.045584,384
0.000000,proposed_failed_rollout_audit_v4_1,6,0.744792,0.621411,0.145446,0.133020,0.066308,0.233490,0.065288,0.126876,0.105675,0.137202,0.106884,0.450572,0.043664,0.002547,0.001412,0.001110,0.000454,0.000683,0.000435,0.000850,0.000762,0.000919,0.000865,0.043994,384
0.000000,proposed_failed_rollout_audit_v4_1,7,0.703125,0.620695,0.145412,0.133658,0.066153,0.233497,0.065001,0.126763,0.105656,0.137326,0.106801,0.408546,0.045757,0.002554,0.001404,0.001119,0.000453,0.000660,0.000438,0.000862,0.000762,0.000919,0.000853,0.046097,384
0.000000,proposed_failed_rollout_audit_v4_1,8,0.734375,0.620277,0.144877,0.133420,0.065972,0.233874,0.064925,0.126816,0.105488,0.136560,0.106554,0.440548,0.044233,0.002442,0.001406,0.001050,0.000461,0.000655,0.000446,0.000857,0.000755,0.000908,0.000852,0.044742,384
0.000000,proposed_failed_rollout_audit_v4_1,9,0.687500,0.620468,0.145799,0.133753,0.066164,0.233828,0.064951,0.126981,0.105774,0.137113,0.107140,0.392211,0.046421,0.002565,0.001458,0.001096,0.000480,0.000665,0.000444,0.000849,0.000741,0.000882,0.000832,0.046501,384
0.000000,scalar_uncertainty_planner,0,0.414062,0.298945,0.293509,0.279045,0.106763,0.151317,0.113929,0.126091,0.219628,0.247752,0.236049,-0.356777,0.049330,0.004571,0.001975,0.001598,0.000595,0.000593,0.000638,0.000921,0.001135,0.001337,0.001248,0.050483,384
0.000000,scalar_uncertainty_planner,1,0.445312,0.298705,0.293931,0.279304,0.106343,0.151055,0.114061,0.126185,0.219596,0.247773,0.236130,-0.325749,0.049775,0.004663,0.002039,0.001567,0.000594,0.000642,0.000639,0.000942,0.001151,0.001361,0.001283,0.050582,384
0.000000,scalar_uncertainty_planner,2,0.445312,0.299466,0.293667,0.278765,0.106791,0.151018,0.113619,0.126325,0.219368,0.247536,0.235740,-0.324931,0.049775,0.004588,0.002021,0.001556,0.000597,0.000630,0.000620,0.000941,0.001156,0.001365,0.001261,0.051100,384
0.000000,scalar_uncertainty_planner,3,0.408854,0.298541,0.293994,0.278826,0.106684,0.151276,0.113855,0.126360,0.219458,0.247680,0.236224,-0.362208,0.049237,0.004599,0.002006,0.001599,0.000633,0.000603,0.000620,0.000929,0.001129,0.001319,0.001232,0.050251,384
0.000000,scalar_uncertainty_planner,4,0.442708,0.300088,0.293777,0.279044,0.106840,0.151418,0.113786,0.126100,0.219603,0.247766,0.236428,-0.328008,0.049746,0.004619,0.001987,0.001641,0.000586,0.000636,0.000623,0.000907,0.001137,0.001341,0.001261,0.050671,384
0.000000,scalar_uncertainty_planner,5,0.442708,0.299532,0.294372,0.278965,0.106616,0.151054,0.113817,0.126361,0.219298,0.247216,0.235667,-0.328213,0.049746,0.004539,0.002044,0.001578,0.000622,0.000633,0.000614,0.000944,0.001141,0.001357,0.001263,0.050498,384
0.000000,scalar_uncertainty_planner,6,0.416667,0.299711,0.294177,0.279150,0.106923,0.151307,0.113559,0.126275,0.219443,0.247348,0.235733,-0.354494,0.049375,0.004716,0.002056,0.001639,0.000583,0.000608,0.000653,0.000934,0.001150,0.001364,0.001265,0.050757,384
0.000000,scalar_uncertainty_planner,7,0.401042,0.299120,0.293981,0.279450,0.106691,0.151304,0.113801,0.126258,0.219743,0.247883,0.236143,-0.370447,0.049085,0.004653,0.001969,0.001604,0.000609,0.000631,0.000616,0.000945,0.001127,0.001323,0.001240,0.050832,384
0.000000,scalar_uncertainty_planner,8,0.427083,0.299528,0.293718,0.279364,0.106560,0.151262,0.113741,0.126155,0.219452,0.247480,0.235768,-0.343568,0.049540,0.004708,0.001989,0.001588,0.000587,0.000615,0.000598,0.000945,0.001140,0.001326,0.001239,0.050984,384
0.000000,scalar_uncertainty_planner,9,0.421875,0.298918,0.293481,0.278611,0.106694,0.151051,0.113827,0.126468,0.219070,0.247173,0.235488,-0.348121,0.049461,0.004510,0.002028,0.001604,0.000604,0.000602,0.000652,0.000961,0.001175,0.001402,0.001304,0.050631,384
0.166667,active_probe_planner,0,0.622396,0.524594,0.204316,0.197574,0.084484,0.311220,0.079703,0.116600,0.162795,0.189512,0.171130,0.106056,0.048552,0.003075,0.001536,0.001180,0.000458,0.000807,0.000453,0.000766,0.000825,0.000978,0.000900,0.048776,384
0.166667,active_probe_planner,1,0.588542,0.523023,0.204429,0.197588,0.084500,0.311389,0.079812,0.116503,0.162768,0.189384,0.171029,0.071464,0.049284,0.002960,0.001479,0.001233,0.000476,0.000806,0.000458,0.000797,0.000838,0.001007,0.000938,0.049986,384
0.166667,active_probe_planner,2,0.591146,0.523334,0.204458,0.197593,0.084417,0.311310,0.080039,0.116274,0.163055,0.189639,0.171677,0.073994,0.049237,0.003016,0.001522,0.001218,0.000456,0.000827,0.000443,0.000781,0.000829,0.000984,0.000914,0.049846,384
0.166667,active_probe_planner,3,0.622396,0.523601,0.204565,0.197543,0.084693,0.311497,0.080031,0.116306,0.162814,0.189831,0.171318,0.105081,0.048552,0.002953,0.001499,0.001243,0.000444,0.000844,0.000410,0.000797,0.000826,0.000999,0.000914,0.049000,384
0.166667,active_probe_planner,4,0.617188,0.523225,0.204464,0.197522,0.084277,0.311240,0.079872,0.116472,0.162833,0.189711,0.171279,0.100409,0.048681,0.002956,0.001545,0.001208,0.000471,0.000846,0.000445,0.000778,0.000865,0.001023,0.000971,0.049859,384
0.166667,active_probe_planner,5,0.578125,0.523773,0.204355,0.197506,0.084223,0.311216,0.079742,0.116442,0.162659,0.189488,0.171179,0.061897,0.049461,0.002997,0.001577,0.001190,0.000493,0.000800,0.000455,0.000763,0.000828,0.000988,0.000942,0.049956,384
0.166667,active_probe_planner,6,0.593750,0.523762,0.204547,0.197160,0.084159,0.311126,0.079888,0.116226,0.162915,0.189566,0.171289,0.077506,0.049188,0.003002,0.001536,0.001249,0.000465,0.000780,0.000423,0.000775,0.000859,0.001030,0.000928,0.049256,384
0.166667,active_probe_planner,7,0.591146,0.523116,0.204150,0.197469,0.084426,0.311274,0.080169,0.116457,0.163004,0.190204,0.171669,0.074227,0.049237,0.002935,0.001474,0.001209,0.000479,0.000817,0.000449,0.000785,0.000849,0.000996,0.000950,0.049768,384
0.166667,active_probe_planner,8,0.596354,0.524025,0.204461,0.197387,0.084439,0.311003,0.079683,0.116771,0.162723,0.189955,0.171075,0.079970,0.049137,0.003031,0.001514,0.001234,0.000454,0.000799,0.000469,0.000769,0.000830,0.001034,0.000952,0.049788,384
0.166667,active_probe_planner,9,0.611979,0.522859,0.204613,0.197422,0.084567,0.310936,0.079798,0.116673,0.163042,0.190092,0.171338,0.094669,0.048804,0.002985,0.001522,0.001191,0.000464,0.000834,0.000458,0.000769,0.000845,0.001015,0.000945,0.049283,384
0.166667,conformal_risk_filter,0,0.445312,0.370008,0.245329,0.245709,0.090478,0.210567,0.084973,0.218413,0.164281,0.210134,0.172695,-0.199120,0.049775,0.003866,0.001641,0.001343,0.000513,0.000689,0.000471,0.001337,0.000861,0.001028,0.000961,0.050677,384
0.166667,conformal_risk_filter,1,0.502604,0.371096,0.245453,0.246525,0.090553,0.210521,0.084570,0.218141,0.164144,0.210007,0.172459,-0.141915,0.050075,0.003906,0.001597,0.001308,0.000493,0.000722,0.000467,0.001319,0.000837,0.001006,0.000943,0.050646,384
0.166667,conformal_risk_filter,2,0.476562,0.369032,0.245913,0.246395,0.090533,0.211069,0.084848,0.217823,0.164487,0.210207,0.172983,-0.169429,0.050021,0.003894,0.001613,0.001313,0.000504,0.000713,0.000482,0.001341,0.000837,0.001003,0.000925,0.050649,384
0.166667,conformal_risk_filter,3,0.429688,0.370440,0.245476,0.246049,0.090669,0.210710,0.084945,0.217958,0.164593,0.210632,0.172805,-0.215335,0.049578,0.003908,0.001602,0.001395,0.000492,0.000703,0.000478,0.001333,0.000864,0.001007,0.000978,0.050608,384
0.166667,conformal_risk_filter,4,0.489583,0.370513,0.245726,0.245897,0.089896,0.211147,0.084867,0.218065,0.164425,0.210327,0.172727,-0.154718,0.050065,0.003819,0.001621,0.001353,0.000466,0.000688,0.000463,0.001356,0.000840,0.001020,0.000919,0.050523,384
0.166667,conformal_risk_filter,5,0.492188,0.369250,0.245190,0.246151,0.090424,0.210493,0.084853,0.218120,0.164313,0.210367,0.172607,-0.152539,0.050070,0.003871,0.001612,0.001323,0.000482,0.000714,0.000474,0.001308,0.000871,0.001035,0.000947,0.051244,384
0.166667,conformal_risk_filter,6,0.486979,0.369204,0.245550,0.246567,0.090268,0.210767,0.084499,0.218570,0.164338,0.210256,0.172453,-0.158251,0.050059,0.003981,0.001630,0.001342,0.000501,0.000678,0.000468,0.001315,0.000835,0.000981,0.000953,0.051169,384
0.166667,conformal_risk_filter,7,0.479167,0.370355,0.244987,0.246164,0.090335,0.210455,0.084671,0.218216,0.164549,0.210369,0.172649,-0.164974,0.050032,0.003837,0.001593,0.001347,0.000484,0.000709,0.000458,0.001307,0.000842,0.001001,0.000924,0.051096,384
0.166667,conformal_risk_filter,8,0.455729,0.370074,0.245261,0.246475,0.090352,0.210691,0.084799,0.218065,0.164289,0.210156,0.172627,-0.188962,0.049879,0.003903,0.001617,0.001334,0.000475,0.000680,0.000476,0.001298,0.000865,0.001026,0.000957,0.050774,384
0.166667,conformal_risk_filter,9,0.526042,0.369513,0.245317,0.245453,0.090535,0.210411,0.084581,0.218026,0.164415,0.210177,0.172747,-0.118159,0.050008,0.003988,0.001618,0.001315,0.000506,0.000712,0.000483,0.001322,0.000860,0.001030,0.000986,0.051118,384
0.166667,counterfactual_mechanism_audit_v5,0,0.809896,0.702435,0.106969,0.096826,0.053731,0.195248,0.046059,0.146649,0.051610,0.093228,0.044686,0.672565,0.039298,0.001762,0.001241,0.000904,0.000390,0.000535,0.000356,0.000839,0.000601,0.000741,0.000707,0.039550,384
0.166667,counterfactual_mechanism_audit_v5,1,0.765625,0.703404,0.106956,0.097068,0.053916,0.195470,0.045924,0.146487,0.051676,0.093138,0.044691,0.628248,0.042425,0.001809,0.001228,0.000944,0.000420,0.000517,0.000360,0.000867,0.000538,0.000666,0.000651,0.042975,384
0.166667,counterfactual_mechanism_audit_v5,2,0.804688,0.704019,0.106911,0.096994,0.053667,0.195634,0.046190,0.146579,0.051796,0.093298,0.044819,0.667592,0.039704,0.001774,0.001232,0.000967,0.000430,0.000520,0.000369,0.000880,0.000560,0.000709,0.000668,0.040098,384
0.166667,counterfactual_mechanism_audit_v5,3,0.809896,0.703518,0.106664,0.096509,0.053825,0.194807,0.046039,0.146710,0.051502,0.092591,0.044776,0.673561,0.039298,0.001803,0.001191,0.000902,0.000395,0.000533,0.000360,0.000886,0.000546,0.000681,0.000651,0.039583,384
0.166667,counterfactual_mechanism_audit_v5,4,0.796875,0.702857,0.106771,0.097070,0.053451,0.195200,0.045845,0.146621,0.051528,0.092729,0.044614,0.660161,0.040293,0.001830,0.001232,0.000922,0.000405,0.000501,0.000359,0.000863,0.000593,0.000744,0.000708,0.040761,384
0.166667,counterfactual_mechanism_audit_v5,5,0.812500,0.702236,0.106828,0.096636,0.053713,0.194954,0.045966,0.146757,0.052064,0.093310,0.044879,0.675223,0.039090,0.001765,0.001224,0.000905,0.000393,0.000534,0.000391,0.000880,0.000593,0.000757,0.000725,0.039179,384
0.166667,counterfactual_mechanism_audit_v5,6,0.830729,0.703581,0.106682,0.096985,0.053583,0.194808,0.045894,0.146980,0.051704,0.093170,0.044724,0.694177,0.037556,0.001838,0.001196,0.000922,0.000396,0.000485,0.000371,0.000874,0.000577,0.000721,0.000676,0.037844,384
0.166667,counterfactual_mechanism_audit_v5,7,0.807292,0.702856,0.106782,0.097220,0.053644,0.195459,0.045997,0.146898,0.051661,0.093042,0.044674,0.669946,0.039502,0.001840,0.001225,0.000967,0.000384,0.000564,0.000360,0.000871,0.000603,0.000722,0.000698,0.039820,384
0.166667,counterfactual_mechanism_audit_v5,8,0.804688,0.702572,0.106555,0.097009,0.053768,0.194792,0.045800,0.146939,0.051227,0.092560,0.044119,0.668065,0.039704,0.001777,0.001230,0.000961,0.000404,0.000506,0.000355,0.000829,0.000580,0.000720,0.000675,0.039706,384
0.166667,counterfactual_mechanism_audit_v5,9,0.807292,0.702588,0.106715,0.097385,0.053518,0.195110,0.045901,0.146405,0.051704,0.092811,0.044848,0.670149,0.039502,0.001844,0.001219,0.000923,0.000408,0.000502,0.000361,0.000851,0.000588,0.000722,0.000680,0.039848,384
0.166667,oracle_mechanism_repair,0,0.921875,0.819640,0.055630,0.047456,0.031443,0.154365,0.026436,0.079210,0.002564,0.049782,0.000006,1.001275,0.026877,0.001421,0.001057,0.000709,0.000355,0.000456,0.000354,0.000521,0.000298,0.000464,0.000009,0.026865,384
0.166667,oracle_mechanism_repair,1,0.921875,0.821167,0.054978,0.047462,0.031296,0.154370,0.026643,0.079124,0.002684,0.049834,0.000076,1.002371,0.026877,0.001298,0.001027,0.000765,0.000365,0.000462,0.000338,0.000535,0.000303,0.000452,0.000056,0.027016,384
0.166667,oracle_mechanism_repair,2,0.921875,0.821014,0.055524,0.047659,0.031110,0.154648,0.026907,0.079282,0.002782,0.050255,0.000060,1.001538,0.026877,0.001364,0.001071,0.000745,0.000340,0.000490,0.000331,0.000527,0.000321,0.000504,0.000036,0.026897,384
0.166667,oracle_mechanism_repair,3,0.940104,0.820886,0.055206,0.047529,0.030953,0.154623,0.026608,0.078951,0.003029,0.050035,0.000034,1.020359,0.023765,0.001415,0.001024,0.000757,0.000373,0.000463,0.000341,0.000516,0.000321,0.000491,0.000027,0.023779,384
