ablation,interpretation,task,mechanism,seed,episode,success,mechanism_f1,invalid_repair_rate,repeat_failure_rate,damage_rate,diagnostic_probe_cost,calibration_error,abstention_rate,budget_violation_rate,predicted_breach_risk,realized_breach_risk,repair_utility
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,1,5,0,0.731059,0.075362,0.083144,0.046597,0.182454,0.039428,0.121708,0.030707,0.065697,0.019111,-0.054573
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,1,6,1,0.756692,0.075650,0.074510,0.040779,0.187870,0.035973,0.123351,0.037193,0.073926,0.031045,0.962481
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,1,7,1,0.727289,0.076952,0.081419,0.043237,0.183946,0.042478,0.128329,0.040072,0.078814,0.033229,0.938143
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,0,0,0.734780,0.073855,0.077618,0.045372,0.189529,0.039398,0.124478,0.041293,0.078009,0.030851,-0.055760
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,1,1,0.743106,0.069970,0.082371,0.044549,0.184356,0.037277,0.125550,0.036215,0.068117,0.028757,0.953533
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,2,1,0.744141,0.077988,0.074264,0.044037,0.183333,0.044514,0.123137,0.040388,0.080584,0.033008,0.947581
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,3,1,0.743370,0.086000,0.076732,0.048298,0.183875,0.039608,0.118924,0.030046,0.067679,0.019852,0.943497
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,4,1,0.744290,0.080819,0.074068,0.050084,0.182775,0.036103,0.125741,0.037701,0.075141,0.027126,0.944739
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,5,1,0.746341,0.072545,0.070242,0.046666,0.184548,0.041447,0.130151,0.042366,0.084533,0.034952,0.952335
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,6,1,0.740342,0.079896,0.082017,0.046527,0.187532,0.036645,0.128023,0.035582,0.075850,0.022554,0.940961
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,2,7,1,0.740296,0.070142,0.072693,0.045445,0.193424,0.044202,0.121789,0.041710,0.082641,0.033579,0.949803
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,0,1,0.732756,0.077254,0.068447,0.041630,0.193002,0.035042,0.129602,0.038418,0.074680,0.027715,0.953632
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,1,1,0.757988,0.076175,0.075936,0.047131,0.190341,0.046481,0.132211,0.044381,0.080149,0.035400,0.941870
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,2,1,0.743008,0.075913,0.074919,0.054047,0.189043,0.039314,0.120114,0.044785,0.083123,0.034132,0.936970
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,3,1,0.746019,0.071376,0.073761,0.043479,0.188751,0.047060,0.122812,0.037428,0.078583,0.026385,0.954240
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,4,1,0.735745,0.067165,0.078432,0.049439,0.188965,0.044516,0.132197,0.040982,0.075695,0.028750,0.941877
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,5,0,0.754026,0.071308,0.073533,0.048127,0.187771,0.040641,0.125035,0.034822,0.075134,0.031662,-0.042694
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,6,1,0.746707,0.079730,0.070937,0.044656,0.189586,0.039156,0.126024,0.036255,0.075689,0.031159,0.951882
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,3,7,0,0.737812,0.078077,0.080749,0.047458,0.187407,0.039919,0.127449,0.037104,0.075950,0.029762,-0.060805
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,0,1,0.737674,0.082591,0.073189,0.043315,0.193468,0.037834,0.127709,0.034545,0.074870,0.025080,0.946136
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,1,1,0.730951,0.075284,0.071513,0.049365,0.190648,0.037353,0.124375,0.044379,0.078386,0.033650,0.941006
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,2,1,0.752328,0.082572,0.071495,0.046084,0.182564,0.038267,0.124559,0.041503,0.080261,0.033353,0.948763
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,3,1,0.730425,0.079886,0.079231,0.038408,0.183820,0.039978,0.127604,0.037768,0.072488,0.028752,0.946294
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,4,0,0.730652,0.072883,0.079737,0.046358,0.181549,0.038851,0.129213,0.041219,0.077529,0.035199,-0.057168
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,5,1,0.743936,0.080089,0.078499,0.048365,0.189203,0.042161,0.129479,0.042418,0.081542,0.033979,0.934673
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,6,1,0.737367,0.083537,0.076255,0.039349,0.184143,0.037955,0.133899,0.035340,0.073753,0.026065,0.947919
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,4,7,1,0.719879,0.083414,0.073536,0.042150,0.188816,0.038869,0.134098,0.036878,0.071964,0.028786,0.938346
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,0,1,0.725695,0.078735,0.081002,0.046809,0.181481,0.042364,0.130959,0.039378,0.078304,0.032966,0.933254
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,1,1,0.742946,0.080972,0.076027,0.043859,0.188655,0.042628,0.127989,0.038531,0.076888,0.032654,0.942881
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,2,1,0.747164,0.074849,0.073485,0.046309,0.193391,0.041927,0.125783,0.035100,0.076752,0.029865,0.950954
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,3,1,0.758197,0.085320,0.078292,0.047139,0.180359,0.035621,0.124966,0.045323,0.081448,0.034087,0.941385
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,4,1,0.745446,0.073790,0.075484,0.043126,0.184197,0.041565,0.127666,0.035346,0.071456,0.028343,0.955546
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,5,0,0.744841,0.073713,0.082157,0.043657,0.191080,0.037286,0.121485,0.037333,0.075404,0.028674,-0.050141
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,6,1,0.740179,0.078109,0.064959,0.049169,0.183197,0.040441,0.133920,0.035722,0.071976,0.029300,0.951062
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,5,7,1,0.758969,0.068949,0.074436,0.047265,0.182624,0.039391,0.127335,0.039288,0.075009,0.027185,0.960259
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,0,1,0.732900,0.076936,0.077006,0.045372,0.178502,0.038148,0.121126,0.034828,0.072558,0.025652,0.950033
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,1,1,0.747564,0.078627,0.079190,0.049123,0.183493,0.045500,0.123071,0.036742,0.076216,0.026521,0.940741
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,2,1,0.743379,0.079146,0.070213,0.041615,0.182442,0.042251,0.134485,0.043303,0.081362,0.036302,0.949314
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,3,0,0.753902,0.081386,0.078517,0.051494,0.185348,0.042317,0.125643,0.037620,0.080017,0.028243,-0.061522
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,4,1,0.741488,0.075583,0.073405,0.046167,0.183706,0.044992,0.125776,0.038410,0.074434,0.028525,0.947694
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,5,1,0.756985,0.079672,0.076177,0.044342,0.188559,0.039844,0.119410,0.041957,0.075306,0.037958,0.949281
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,6,1,0.744064,0.081174,0.078942,0.040497,0.183169,0.042429,0.129765,0.041915,0.082508,0.038232,0.943563
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,6,7,1,0.727333,0.082008,0.088267,0.049633,0.189092,0.041370,0.129646,0.037840,0.076412,0.032503,0.921668
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,0,0,0.745013,0.084509,0.072576,0.042666,0.190000,0.036425,0.124176,0.035579,0.077058,0.018702,-0.050128
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,1,0,0.765002,0.076693,0.072288,0.042072,0.181216,0.037991,0.120686,0.035652,0.069972,0.027026,-0.032852
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,2,0,0.757997,0.075713,0.073681,0.042902,0.189085,0.034053,0.126872,0.037857,0.076379,0.029894,-0.039171
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,3,1,0.723493,0.078727,0.081317,0.045622,0.191812,0.040929,0.128768,0.046895,0.088095,0.040237,0.926817
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,4,1,0.747060,0.082931,0.071362,0.046206,0.187984,0.041732,0.126417,0.039915,0.077771,0.030993,0.943766
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,5,1,0.735310,0.078140,0.084776,0.045861,0.181960,0.044578,0.123722,0.037380,0.078802,0.028106,0.936509
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,6,1,0.737030,0.077814,0.081392,0.043709,0.184677,0.041475,0.124289,0.040519,0.078035,0.033681,0.941032
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,7,7,1,0.747438,0.080987,0.073903,0.041174,0.185693,0.038594,0.118487,0.039293,0.076509,0.030035,0.953350
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,0,0,0.726691,0.073860,0.078133,0.040861,0.187541,0.038433,0.123237,0.038658,0.075959,0.026928,-0.051129
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,1,1,0.752789,0.079906,0.075979,0.045606,0.190202,0.040452,0.130739,0.038959,0.078724,0.028669,0.945300
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,2,1,0.740074,0.072873,0.071375,0.049312,0.188161,0.040632,0.130249,0.041574,0.077585,0.032145,0.946086
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,3,0,0.744566,0.077869,0.084087,0.046792,0.192246,0.037340,0.131198,0.038001,0.076913,0.032204,-0.061605
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,4,0,0.749358,0.080834,0.070244,0.047509,0.191235,0.042550,0.131264,0.039257,0.073500,0.034702,-0.055985
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,5,1,0.731544,0.081333,0.069300,0.041697,0.186174,0.043770,0.127490,0.037925,0.084779,0.032795,0.946804
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,6,0,0.732371,0.077318,0.077113,0.048788,0.184974,0.033630,0.126490,0.043000,0.078526,0.030099,-0.059973
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,8,7,1,0.741501,0.073209,0.066885,0.046874,0.190145,0.037637,0.125873,0.045662,0.087291,0.037280,0.951603
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,0,0,0.740731,0.078480,0.085540,0.044269,0.187157,0.046477,0.126075,0.037422,0.070536,0.036395,-0.063967
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,1,1,0.741379,0.081456,0.082960,0.050732,0.179414,0.044349,0.126297,0.036691,0.075047,0.023854,0.932637
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,2,1,0.758324,0.078443,0.075869,0.041828,0.186719,0.042221,0.126376,0.031280,0.066326,0.030112,0.958457
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,3,0,0.743193,0.072669,0.069571,0.043547,0.187085,0.037036,0.128824,0.035288,0.074852,0.028445,-0.038633
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,4,0,0.741589,0.080023,0.073857,0.046082,0.185153,0.042688,0.125416,0.040644,0.082441,0.031242,-0.057168
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,5,1,0.736604,0.074758,0.079653,0.048648,0.183859,0.039641,0.123272,0.042777,0.084001,0.035763,0.939863
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,6,1,0.730681,0.076511,0.078645,0.042650,0.185326,0.042451,0.115145,0.028959,0.064922,0.018665,0.951831
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,nominal,9,7,1,0.735413,0.075487,0.079666,0.046486,0.186971,0.046047,0.123636,0.038915,0.082735,0.029575,0.939053
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,0,0,0.730721,0.093137,0.098403,0.051783,0.191406,0.039978,0.136659,0.043695,0.078547,0.031416,-0.102674
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,1,1,0.722902,0.094289,0.086841,0.048022,0.186694,0.044165,0.134218,0.043512,0.078164,0.042146,0.906333
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,2,1,0.710028,0.099741,0.091846,0.050576,0.187347,0.042493,0.138001,0.047797,0.087008,0.039431,0.887562
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,3,0,0.737859,0.090020,0.083488,0.048916,0.185736,0.046755,0.140020,0.046822,0.089674,0.043428,-0.087367
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,4,1,0.731722,0.094257,0.074927,0.049220,0.192467,0.047455,0.136796,0.042909,0.083497,0.034575,0.913758
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,5,0,0.727071,0.085862,0.087283,0.051797,0.194624,0.044169,0.137970,0.046467,0.085388,0.044317,-0.093828
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,6,0,0.713922,0.098786,0.079749,0.048061,0.191410,0.049014,0.139219,0.050655,0.087209,0.041200,-0.104972
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,0,7,1,0.716083,0.090298,0.082749,0.052620,0.191136,0.038971,0.138418,0.051711,0.091714,0.044488,0.901435
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,0,1,0.717341,0.087681,0.085466,0.053470,0.187977,0.046444,0.130744,0.047140,0.090245,0.039370,0.902632
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,1,0,0.733399,0.088653,0.087346,0.050686,0.192400,0.041360,0.135876,0.042396,0.084216,0.038844,-0.087918
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,2,0,0.726225,0.084670,0.079391,0.053557,0.191707,0.039055,0.139576,0.045656,0.082275,0.034375,-0.084876
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,3,1,0.713742,0.088376,0.077847,0.051483,0.192883,0.043442,0.130532,0.043495,0.082499,0.040190,0.911322
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,4,1,0.711674,0.092176,0.081243,0.051119,0.199764,0.042114,0.136755,0.051900,0.093805,0.043888,0.896886
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,5,0,0.731078,0.095892,0.077468,0.050781,0.192270,0.047437,0.139868,0.042832,0.084662,0.042343,-0.092082
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,6,1,0.715861,0.091991,0.082081,0.047951,0.184149,0.045310,0.132195,0.047412,0.081558,0.038044,0.907894
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,1,7,0,0.752396,0.088398,0.082861,0.050566,0.184664,0.045313,0.136409,0.041752,0.084099,0.035309,-0.077109
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,0,1,0.740941,0.083411,0.088065,0.047946,0.194096,0.040869,0.143484,0.047765,0.087229,0.036579,0.916583
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,1,1,0.713072,0.087596,0.082691,0.053234,0.195014,0.039463,0.140202,0.046415,0.091717,0.032083,0.903901
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,2,1,0.726398,0.093192,0.084223,0.058094,0.196135,0.040052,0.141417,0.042912,0.079167,0.030764,0.898331
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,3,1,0.709403,0.093153,0.090378,0.049040,0.187282,0.040996,0.140871,0.044132,0.082940,0.035271,0.898769
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,4,1,0.746652,0.088228,0.076021,0.051729,0.180624,0.043392,0.142507,0.040547,0.079971,0.033967,0.927010
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,5,1,0.723920,0.095331,0.087425,0.054543,0.193885,0.042111,0.134141,0.046004,0.085825,0.040771,0.895790
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,6,1,0.718021,0.092011,0.084541,0.044256,0.193043,0.043787,0.134776,0.051178,0.089019,0.043040,0.905798
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,2,7,1,0.712341,0.088401,0.092112,0.052389,0.192002,0.042432,0.131159,0.046033,0.087283,0.040625,0.897804
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,0,0,0.732836,0.101411,0.088707,0.050844,0.182050,0.046489,0.131070,0.044201,0.083846,0.036564,-0.100932
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,1,1,0.728407,0.092494,0.091130,0.045883,0.195029,0.043638,0.137539,0.046825,0.082796,0.040656,0.903756
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,2,1,0.735278,0.089941,0.083152,0.051836,0.192667,0.039213,0.133571,0.042799,0.080804,0.033714,0.914882
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,3,1,0.713838,0.092215,0.082348,0.047171,0.189895,0.047635,0.134636,0.049503,0.095000,0.043447,0.902805
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,4,1,0.738235,0.096060,0.087084,0.050449,0.186420,0.041457,0.142545,0.047761,0.083065,0.038467,0.904340
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,5,0,0.740255,0.090981,0.089572,0.045414,0.186483,0.042313,0.141482,0.040764,0.079644,0.034691,-0.082746
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,6,1,0.723652,0.091556,0.082650,0.051449,0.190485,0.047922,0.138148,0.048921,0.091112,0.038781,0.901359
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,3,7,1,0.720983,0.100714,0.091838,0.047018,0.188997,0.036903,0.131374,0.046173,0.085913,0.041067,0.899023
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,0,0,0.715252,0.094915,0.087817,0.056797,0.189233,0.038851,0.138647,0.044972,0.086309,0.039841,-0.106530
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,1,1,0.732661,0.082731,0.085013,0.050489,0.192328,0.034067,0.133997,0.041329,0.083901,0.029358,0.924324
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,2,1,0.728363,0.095468,0.088143,0.048465,0.189672,0.045449,0.142539,0.045360,0.082576,0.036524,0.901191
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,3,1,0.733349,0.094768,0.084472,0.050078,0.189895,0.040383,0.131467,0.048654,0.086918,0.041188,0.907475
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,4,0,0.718787,0.089994,0.088070,0.047710,0.195625,0.036987,0.126524,0.044789,0.084225,0.037166,-0.089828
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,5,1,0.726968,0.086141,0.085810,0.051696,0.189161,0.044368,0.135746,0.055660,0.094336,0.049339,0.903229
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,6,1,0.729383,0.097022,0.081420,0.048884,0.188216,0.046279,0.137971,0.045432,0.085282,0.037367,0.905768
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,4,7,1,0.711876,0.083192,0.084736,0.047381,0.188475,0.045119,0.138381,0.049972,0.091058,0.046714,0.909093
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,0,1,0.732722,0.089833,0.085499,0.051577,0.189701,0.040940,0.143079,0.054475,0.089091,0.047006,0.903136
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,1,1,0.719335,0.076631,0.082192,0.052853,0.195533,0.039202,0.135586,0.046579,0.079990,0.039444,0.917711
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,2,1,0.715431,0.092547,0.079281,0.052238,0.188785,0.042981,0.138481,0.050664,0.094063,0.046710,0.901448
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,3,1,0.709564,0.095219,0.084181,0.046926,0.192873,0.042025,0.139420,0.045878,0.083882,0.038134,0.900915
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,4,1,0.700629,0.099169,0.080521,0.050545,0.187535,0.045426,0.138220,0.043789,0.080891,0.039573,0.894641
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,5,1,0.742171,0.087312,0.089382,0.050694,0.190071,0.042231,0.133632,0.046083,0.082218,0.034364,0.913019
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,6,1,0.716384,0.085623,0.081271,0.048026,0.186926,0.051063,0.126464,0.046455,0.089460,0.037340,0.912303
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,5,7,1,0.727392,0.096637,0.089713,0.049218,0.194504,0.044695,0.130957,0.043901,0.087689,0.037265,0.899977
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,0,1,0.729371,0.092886,0.079048,0.049270,0.184212,0.049087,0.135015,0.049526,0.095838,0.043977,0.908670
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,1,1,0.715082,0.098271,0.085715,0.047451,0.185494,0.043247,0.138570,0.045671,0.081425,0.042421,0.900093
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,2,1,0.711053,0.092913,0.089356,0.049345,0.180087,0.040955,0.135464,0.044250,0.081338,0.037224,0.903214
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,3,1,0.727122,0.097382,0.085530,0.053281,0.191921,0.045451,0.129057,0.045273,0.082903,0.036576,0.898066
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,4,1,0.725025,0.088853,0.087926,0.046221,0.189797,0.044763,0.134869,0.043322,0.085724,0.037137,0.911838
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,5,1,0.729172,0.091497,0.093872,0.053343,0.187111,0.034832,0.135014,0.050500,0.087279,0.038628,0.900246
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,6,1,0.717000,0.091834,0.077253,0.053505,0.194304,0.043720,0.136915,0.045829,0.085181,0.033874,0.904241
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,6,7,1,0.715598,0.094112,0.082639,0.053208,0.184210,0.042179,0.138314,0.046929,0.089487,0.038137,0.900656
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,7,0,1,0.720092,0.090125,0.079518,0.051814,0.191982,0.042501,0.140034,0.041949,0.081563,0.036832,0.910088
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,7,1,1,0.706330,0.093086,0.084413,0.052263,0.194571,0.043410,0.134245,0.045954,0.087907,0.035998,0.895722
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,7,2,1,0.727844,0.089790,0.087687,0.053078,0.183728,0.040167,0.128940,0.041638,0.080030,0.035427,0.911487
full_counterfactual_mechanism_audit,all v5 components,drawer_contact_repair,friction_shift,7,3,0,0.721842,0.094421,0.079456,0.053243,0.193423,0.039323,0.139547,0.048814,0.092690,0.042762,-0.097734
