method,task,mechanism,split,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,0.725000,0.444367,0.191273,0.192416,0.069772,0.195265,0.064229,0.160725,0.129008,0.162364,0.134061,0.268795,0.098464,0.002191,0.001223,0.001058,0.000629,0.000897,0.000707,0.000894,0.000949,0.001160,0.001248,0.098655,80
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,0.637500,0.433330,0.211691,0.219260,0.078164,0.198751,0.070297,0.179647,0.144342,0.181084,0.149760,0.111087,0.106008,0.002037,0.001140,0.001015,0.000684,0.000904,0.000697,0.000933,0.000946,0.001074,0.001135,0.105893,80
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,0.475000,0.405289,0.218939,0.218396,0.081090,0.205953,0.078955,0.196603,0.148482,0.192372,0.156277,-0.082890,0.110121,0.002370,0.001034,0.001069,0.000647,0.000758,0.000595,0.000924,0.000736,0.000954,0.000963,0.110291,80
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,0.537500,0.452305,0.210972,0.220590,0.081065,0.199492,0.076809,0.190365,0.146212,0.189231,0.153161,0.007038,0.109948,0.001903,0.001133,0.001005,0.000770,0.000944,0.000750,0.001096,0.000818,0.000976,0.001083,0.110105,80
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,0.737500,0.480392,0.185750,0.190127,0.068678,0.192329,0.065270,0.158449,0.127395,0.162700,0.132668,0.303366,0.097026,0.002253,0.001093,0.001156,0.000772,0.000872,0.000738,0.000891,0.000829,0.001151,0.001018,0.096692,80
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,0.700000,0.494978,0.172529,0.177012,0.063451,0.187665,0.059068,0.143388,0.118994,0.150557,0.123442,0.311842,0.101054,0.002185,0.001150,0.001059,0.000633,0.000961,0.000642,0.000918,0.000942,0.001131,0.001116,0.101272,80
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,0.712500,0.482785,0.190894,0.203936,0.072324,0.191832,0.066000,0.163563,0.133028,0.168458,0.138451,0.254974,0.099805,0.002497,0.001074,0.000951,0.000652,0.000919,0.000639,0.000856,0.000983,0.001206,0.001250,0.099954,80
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,0.650000,0.454728,0.196735,0.204055,0.074871,0.198960,0.073240,0.180788,0.137350,0.178610,0.144125,0.162535,0.105180,0.002123,0.001011,0.000903,0.000627,0.000847,0.000614,0.000884,0.000852,0.000921,0.001095,0.105123,80
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,0.450000,0.365860,0.247897,0.248096,0.091048,0.213352,0.085859,0.222543,0.165389,0.212708,0.173720,-0.203515,0.109706,0.002105,0.001170,0.001137,0.000708,0.000720,0.000823,0.000861,0.000946,0.001122,0.001179,0.109725,80
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,0.525000,0.376216,0.224942,0.223814,0.080631,0.210735,0.080857,0.203828,0.149575,0.194438,0.157711,-0.056647,0.110121,0.002185,0.001008,0.000990,0.000639,0.000813,0.000742,0.000746,0.000816,0.000947,0.001078,0.110009,80
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,0.387500,0.389976,0.213131,0.210640,0.074997,0.206607,0.075722,0.189141,0.140123,0.181465,0.146672,-0.149414,0.107431,0.002206,0.000964,0.001079,0.000592,0.000891,0.000647,0.001051,0.000918,0.000973,0.001056,0.107591,80
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,0.537500,0.379116,0.230822,0.236890,0.084012,0.209972,0.081688,0.208713,0.155642,0.199762,0.163483,-0.067401,0.109948,0.002070,0.001171,0.001134,0.000631,0.000910,0.000689,0.000855,0.000846,0.001103,0.001258,0.109632,80
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,0.562500,0.368370,0.234259,0.232539,0.084849,0.212756,0.084379,0.214137,0.156661,0.203296,0.164955,-0.050726,0.109394,0.001889,0.001107,0.001081,0.000741,0.000748,0.000662,0.000837,0.000900,0.001140,0.001073,0.109799,80
conformal_risk_filter,peg_insert_with_lag,payload_shift,combined_stress,0.487500,0.351782,0.249770,0.249365,0.092776,0.213789,0.085283,0.222770,0.168289,0.214340,0.176640,-0.177051,0.110224,0.002136,0.001182,0.001047,0.000787,0.000868,0.000677,0.000806,0.000885,0.001226,0.001043,0.110411,80
conformal_risk_filter,peg_insert_with_lag,payload_shift,hidden_mechanism,0.475000,0.382160,0.227624,0.220490,0.082319,0.206355,0.073900,0.192177,0.152214,0.190771,0.158856,-0.100563,0.110121,0.002206,0.001141,0.001105,0.000729,0.000836,0.000716,0.000939,0.000848,0.001125,0.001083,0.110189,80
conformal_risk_filter,peg_insert_with_lag,payload_shift,in_distribution,0.587500,0.394157,0.214171,0.208243,0.076837,0.201379,0.067935,0.176527,0.142616,0.177623,0.148517,0.057689,0.108557,0.001979,0.001006,0.001066,0.000658,0.000842,0.000631,0.000855,0.000870,0.000960,0.001240,0.108819,80
conformal_risk_filter,peg_insert_with_lag,payload_shift,long_horizon,0.562500,0.384018,0.233405,0.234107,0.086050,0.204439,0.074709,0.196791,0.156589,0.195022,0.163233,-0.035872,0.109394,0.002246,0.001094,0.001117,0.000737,0.000915,0.000711,0.000885,0.000861,0.001017,0.001140,0.109718,80
conformal_risk_filter,peg_insert_with_lag,payload_shift,sparse_observation,0.537500,0.357912,0.239645,0.233196,0.088646,0.212692,0.082958,0.213218,0.161599,0.206235,0.170005,-0.090927,0.109948,0.002057,0.001053,0.001126,0.000612,0.000818,0.000709,0.000921,0.000908,0.001207,0.001167,0.110045,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,actuator_lag,combined_stress,0.812500,0.701114,0.108241,0.095979,0.054596,0.194936,0.045421,0.147502,0.052690,0.093209,0.045481,0.672878,0.086071,0.002219,0.001236,0.001112,0.000669,0.000919,0.000688,0.000935,0.000817,0.001147,0.001180,0.086541,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,0.800000,0.727093,0.092842,0.075323,0.047163,0.191214,0.036459,0.124771,0.040927,0.075102,0.032485,0.725323,0.088207,0.002308,0.001108,0.001148,0.000694,0.000872,0.000760,0.000790,0.000859,0.001124,0.001068,0.088256,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,actuator_lag,in_distribution,0.862500,0.737830,0.083212,0.066301,0.042509,0.187688,0.032332,0.114092,0.035451,0.066163,0.026632,0.821185,0.075940,0.002433,0.001149,0.001077,0.000604,0.000883,0.000753,0.000827,0.000812,0.001058,0.001034,0.076025,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,actuator_lag,long_horizon,0.837500,0.729055,0.095711,0.087459,0.048686,0.190624,0.037231,0.126380,0.044866,0.078964,0.036176,0.746704,0.081351,0.002403,0.001049,0.001051,0.000686,0.000817,0.000657,0.000747,0.000947,0.001134,0.001113,0.081380,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,actuator_lag,sparse_observation,0.837500,0.706351,0.099609,0.083612,0.050968,0.194856,0.044697,0.141338,0.047317,0.088165,0.040558,0.726142,0.081351,0.002195,0.001063,0.001156,0.000645,0.000937,0.000654,0.000838,0.000843,0.001183,0.001179,0.081555,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,0.837500,0.674843,0.124819,0.109685,0.057334,0.201275,0.049025,0.160475,0.057761,0.100719,0.051520,0.650440,0.081351,0.002190,0.001138,0.001020,0.000627,0.000940,0.000613,0.000838,0.000976,0.001195,0.001143,0.081503,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,0.800000,0.682997,0.120380,0.093856,0.055292,0.200121,0.044995,0.149450,0.054845,0.094783,0.047701,0.640880,0.088207,0.002605,0.000917,0.001044,0.000616,0.000852,0.000638,0.000869,0.000884,0.001146,0.001096,0.087790,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,0.812500,0.692930,0.112250,0.086484,0.051336,0.197229,0.041341,0.138470,0.048592,0.085028,0.040708,0.683180,0.086071,0.002482,0.000971,0.001109,0.000626,0.000906,0.000633,0.000917,0.000969,0.001082,0.001161,0.085932,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,0.687500,0.687926,0.122204,0.106224,0.056121,0.198465,0.045036,0.151072,0.055921,0.095157,0.048684,0.517322,0.102212,0.002458,0.001127,0.001123,0.000692,0.000690,0.000629,0.000742,0.000851,0.001132,0.001040,0.102277,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,0.750000,0.675335,0.122007,0.099833,0.056472,0.201172,0.048878,0.156608,0.056322,0.099047,0.050094,0.576090,0.095487,0.001799,0.001010,0.001169,0.000619,0.000872,0.000540,0.000851,0.000954,0.000994,0.001120,0.095492,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,compliance_shift,combined_stress,0.775000,0.711926,0.102489,0.092441,0.053275,0.193293,0.045025,0.142943,0.050889,0.091828,0.044006,0.651263,0.092084,0.001753,0.000980,0.001073,0.000682,0.000896,0.000615,0.000841,0.000793,0.000980,0.000916,0.091970,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,compliance_shift,hidden_mechanism,0.875000,0.731567,0.084797,0.072263,0.043430,0.189131,0.034982,0.121173,0.037758,0.071593,0.029167,0.819724,0.072929,0.001946,0.001167,0.001030,0.000561,0.000949,0.000678,0.000845,0.000821,0.001071,0.001078,0.073064,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,compliance_shift,in_distribution,0.837500,0.744334,0.075637,0.062607,0.039322,0.186556,0.031526,0.109411,0.031751,0.062339,0.022692,0.815672,0.081351,0.002091,0.001106,0.001132,0.000713,0.000911,0.000595,0.001037,0.000958,0.001140,0.001189,0.081231,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,compliance_shift,long_horizon,0.825000,0.737040,0.088713,0.084534,0.046507,0.188093,0.035048,0.122835,0.040712,0.073659,0.031798,0.753232,0.083789,0.002179,0.001071,0.001102,0.000644,0.000890,0.000682,0.000891,0.000886,0.001205,0.001142,0.083967,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,compliance_shift,sparse_observation,0.812500,0.712361,0.091607,0.079893,0.048029,0.192207,0.042049,0.136202,0.043338,0.082832,0.035353,0.722331,0.086071,0.002296,0.001100,0.001116,0.000609,0.000780,0.000680,0.000870,0.000971,0.001066,0.001170,0.086040,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,contact_mode_flip,combined_stress,0.837500,0.692673,0.115607,0.101784,0.055924,0.197136,0.047210,0.151581,0.055008,0.097185,0.048120,0.678384,0.081351,0.002151,0.001163,0.001103,0.000645,0.000928,0.000684,0.000845,0.000833,0.001077,0.001054,0.081121,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,contact_mode_flip,hidden_mechanism,0.837500,0.714344,0.098816,0.082923,0.046533,0.192823,0.038181,0.128765,0.041337,0.076876,0.032862,0.745254,0.081351,0.002150,0.001014,0.001278,0.000597,0.000835,0.000603,0.000869,0.000866,0.001218,0.001253,0.081347,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,contact_mode_flip,in_distribution,0.850000,0.727794,0.089321,0.071954,0.041823,0.190808,0.034172,0.119250,0.037006,0.069476,0.028856,0.792007,0.078740,0.002169,0.001056,0.001114,0.000635,0.000873,0.000671,0.000870,0.000836,0.001153,0.000926,0.078918,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,contact_mode_flip,long_horizon,0.862500,0.717647,0.102533,0.093865,0.048899,0.192381,0.038291,0.130985,0.045597,0.081191,0.037766,0.753840,0.075940,0.002442,0.001188,0.001069,0.000601,0.000745,0.000715,0.000916,0.000983,0.001194,0.001110,0.076231,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,contact_mode_flip,sparse_observation,0.862500,0.694997,0.106052,0.090238,0.050787,0.196162,0.045584,0.145422,0.048899,0.089451,0.042110,0.733675,0.075940,0.002180,0.001157,0.001017,0.000749,0.000876,0.000547,0.000880,0.000947,0.001122,0.001113,0.076137,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,friction_shift,combined_stress,0.800000,0.715894,0.097366,0.090515,0.051786,0.192908,0.043228,0.138980,0.048207,0.087913,0.040351,0.688986,0.088207,0.001944,0.001033,0.001091,0.000604,0.000884,0.000719,0.000946,0.000899,0.001149,0.001043,0.088436,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,friction_shift,hidden_mechanism,0.850000,0.740075,0.080065,0.070354,0.041305,0.187496,0.034028,0.116946,0.034833,0.067976,0.025598,0.809412,0.078740,0.001909,0.000943,0.001063,0.000531,0.000857,0.000687,0.000874,0.000922,0.001255,0.001099,0.078858,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,friction_shift,in_distribution,0.900000,0.750502,0.069310,0.060179,0.037973,0.185117,0.030925,0.107273,0.028085,0.058090,0.018249,0.892930,0.066155,0.002182,0.001080,0.001038,0.000717,0.000835,0.000676,0.000847,0.000757,0.000880,0.000987,0.066129,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,friction_shift,long_horizon,0.850000,0.743043,0.082574,0.080114,0.044452,0.187179,0.034571,0.119925,0.038429,0.071549,0.030146,0.794102,0.078740,0.002436,0.001046,0.001020,0.000665,0.000733,0.000567,0.000802,0.000825,0.001118,0.001036,0.078681,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,friction_shift,sparse_observation,0.825000,0.717190,0.086997,0.077373,0.045886,0.191327,0.042075,0.132939,0.041377,0.079580,0.032862,0.747088,0.083789,0.002028,0.001120,0.001060,0.000688,0.000982,0.000766,0.000965,0.000866,0.001196,0.001084,0.083661,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,nominal,combined_stress,0.787500,0.733963,0.083099,0.081286,0.046525,0.187384,0.041008,0.129723,0.042221,0.081137,0.034419,0.717017,0.090208,0.002232,0.001003,0.001227,0.000560,0.000916,0.000704,0.000940,0.000853,0.001144,0.000965,0.089962,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,nominal,hidden_mechanism,0.800000,0.754945,0.064072,0.059845,0.036662,0.183626,0.031927,0.105721,0.028271,0.059983,0.019194,0.800995,0.088207,0.001927,0.001195,0.001108,0.000659,0.000934,0.000685,0.000798,0.000845,0.001172,0.001093,0.088466,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,nominal,in_distribution,0.812500,0.769122,0.055459,0.050348,0.032831,0.181597,0.027325,0.096410,0.022607,0.051641,0.012303,0.846249,0.086071,0.002070,0.001104,0.001070,0.000576,0.000858,0.000644,0.000951,0.000904,0.001266,0.001133,0.086003,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,nominal,long_horizon,0.750000,0.760736,0.068141,0.071984,0.040164,0.183007,0.031851,0.109272,0.030915,0.062378,0.021383,0.733899,0.095487,0.002349,0.001131,0.001017,0.000638,0.000858,0.000703,0.001045,0.000909,0.001211,0.000992,0.095639,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,nominal,sparse_observation,0.737500,0.735238,0.072098,0.067455,0.041749,0.187319,0.038888,0.123715,0.033259,0.071487,0.024667,0.701476,0.097026,0.002004,0.000928,0.001102,0.000684,0.001026,0.000618,0.000833,0.000825,0.001169,0.001070,0.096750,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,occlusion_persistence,combined_stress,0.750000,0.695925,0.109905,0.098799,0.054148,0.196041,0.047260,0.148862,0.051947,0.093885,0.045100,0.604232,0.095487,0.002270,0.001183,0.001023,0.000564,0.000904,0.000653,0.001095,0.000889,0.001261,0.001022,0.095334,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,occlusion_persistence,hidden_mechanism,0.750000,0.702883,0.092673,0.078461,0.044989,0.194314,0.043837,0.136951,0.040477,0.081153,0.033140,0.660021,0.095487,0.002268,0.001098,0.001045,0.000676,0.000997,0.000667,0.000875,0.000839,0.000968,0.001039,0.095591,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,occlusion_persistence,in_distribution,0.837500,0.714222,0.084015,0.069781,0.041193,0.192527,0.039702,0.128303,0.034510,0.071786,0.026305,0.778416,0.081351,0.002453,0.001153,0.000956,0.000614,0.000896,0.000686,0.000794,0.000820,0.001015,0.001070,0.081137,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,occlusion_persistence,long_horizon,0.812500,0.705945,0.096324,0.090553,0.047752,0.194103,0.043652,0.140308,0.043960,0.083243,0.036400,0.705133,0.086071,0.002100,0.001061,0.001109,0.000614,0.000977,0.000663,0.000844,0.000964,0.001085,0.001099,0.085709,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,occlusion_persistence,sparse_observation,0.887500,0.694988,0.098632,0.087110,0.048249,0.195205,0.046089,0.144732,0.044603,0.086911,0.037704,0.773505,0.069679,0.002345,0.000951,0.001061,0.000572,0.000853,0.000645,0.000785,0.000947,0.000982,0.001200,0.069518,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,payload_shift,combined_stress,0.800000,0.697852,0.109649,0.098351,0.055085,0.196158,0.045619,0.148231,0.053555,0.094254,0.046840,0.654436,0.088207,0.002097,0.001143,0.001214,0.000686,0.000939,0.000687,0.000896,0.000876,0.001233,0.001120,0.088268,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,payload_shift,hidden_mechanism,0.862500,0.722831,0.094974,0.078469,0.047566,0.191145,0.036946,0.127227,0.043450,0.077435,0.034344,0.779189,0.075940,0.002223,0.001085,0.001135,0.000535,0.000871,0.000744,0.000895,0.000855,0.000986,0.001065,0.076321,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,payload_shift,in_distribution,0.825000,0.733957,0.085100,0.068281,0.043202,0.188767,0.032702,0.116410,0.037938,0.069243,0.028412,0.775781,0.083789,0.002272,0.001120,0.001062,0.000751,0.000956,0.000646,0.000925,0.000868,0.001109,0.001042,0.083811,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,payload_shift,long_horizon,0.850000,0.726531,0.098389,0.090925,0.050811,0.190463,0.037295,0.129203,0.046443,0.080184,0.037577,0.749387,0.078740,0.002387,0.001102,0.001136,0.000657,0.000905,0.000757,0.000790,0.000850,0.000992,0.001037,0.078724,80
counterfactual_mechanism_audit_v5,cluttered_navigation_grasp,payload_shift,sparse_observation,0.812500,0.701399,0.102778,0.085895,0.051832,0.195520,0.043963,0.143154,0.050022,0.090038,0.042468,0.691957,0.086071,0.002464,0.000942,0.001056,0.000681,0.000943,0.000641,0.000939,0.000746,0.001095,0.000950,0.085768,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,actuator_lag,combined_stress,0.800000,0.705361,0.105983,0.095999,0.053882,0.195700,0.045779,0.146049,0.052619,0.093586,0.046123,0.664547,0.088207,0.002076,0.000951,0.001042,0.000655,0.000899,0.000643,0.000984,0.001052,0.001418,0.001202,0.088366,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,actuator_lag,hidden_mechanism,0.875000,0.727747,0.089752,0.075745,0.046967,0.189989,0.035735,0.123791,0.041406,0.075402,0.032838,0.803914,0.072929,0.002198,0.001174,0.001118,0.000753,0.000898,0.000544,0.000841,0.000809,0.000911,0.001008,0.073057,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,actuator_lag,in_distribution,0.812500,0.740451,0.081495,0.065772,0.042230,0.188590,0.032109,0.113728,0.036550,0.067295,0.027620,0.773581,0.086071,0.001976,0.001106,0.001157,0.000690,0.000866,0.000593,0.000935,0.000976,0.001104,0.001175,0.085784,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,actuator_lag,long_horizon,0.825000,0.733208,0.094075,0.086278,0.049510,0.190887,0.037111,0.127015,0.044803,0.078452,0.036255,0.737077,0.083789,0.002081,0.001147,0.001086,0.000563,0.000872,0.000727,0.000917,0.001015,0.001262,0.001145,0.083542,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,actuator_lag,sparse_observation,0.862500,0.707360,0.097238,0.082289,0.050928,0.194802,0.043483,0.140339,0.047177,0.086938,0.039662,0.755701,0.075940,0.001845,0.001122,0.000986,0.000636,0.000925,0.000730,0.000822,0.000884,0.001172,0.001075,0.076034,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,combined_hidden_mechanisms,combined_stress,0.762500,0.674455,0.123464,0.109598,0.056412,0.201848,0.049682,0.159363,0.057498,0.100789,0.051284,0.577454,0.093841,0.002016,0.001109,0.001106,0.000672,0.000907,0.000589,0.000800,0.000948,0.001222,0.001106,0.094013,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,combined_hidden_mechanisms,hidden_mechanism,0.812500,0.686200,0.120400,0.094457,0.055219,0.199649,0.044621,0.149059,0.053904,0.093880,0.046878,0.655084,0.086071,0.002396,0.001194,0.001050,0.000730,0.000814,0.000682,0.000855,0.001030,0.001284,0.001244,0.085927,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,combined_hidden_mechanisms,in_distribution,0.875000,0.695608,0.111382,0.084469,0.051144,0.197705,0.040860,0.137971,0.048098,0.084995,0.040408,0.749695,0.072929,0.002506,0.001148,0.001162,0.000714,0.000873,0.000664,0.000735,0.000851,0.001160,0.001057,0.072942,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,combined_hidden_mechanisms,long_horizon,0.837500,0.686471,0.122009,0.105445,0.056444,0.199795,0.045369,0.150789,0.056362,0.095413,0.048781,0.666471,0.081351,0.002116,0.000983,0.001046,0.000612,0.000950,0.000690,0.000896,0.000859,0.001012,0.001097,0.081856,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,combined_hidden_mechanisms,sparse_observation,0.800000,0.673907,0.121328,0.099127,0.056842,0.202096,0.048951,0.156512,0.056866,0.100070,0.050526,0.625744,0.088207,0.001945,0.001066,0.001160,0.000662,0.000787,0.000595,0.000816,0.000899,0.001093,0.001110,0.088032,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,compliance_shift,combined_stress,0.800000,0.714452,0.101098,0.092191,0.053418,0.193459,0.044279,0.143390,0.050179,0.090555,0.042915,0.679165,0.088207,0.002189,0.001178,0.000905,0.000682,0.000903,0.000642,0.000831,0.000811,0.000994,0.001073,0.088310,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,compliance_shift,hidden_mechanism,0.825000,0.736492,0.082684,0.071207,0.043574,0.188733,0.035117,0.119453,0.037462,0.071043,0.028415,0.774594,0.083789,0.002204,0.000986,0.001044,0.000655,0.000818,0.000640,0.000836,0.000870,0.001125,0.001075,0.083696,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,compliance_shift,in_distribution,0.812500,0.745379,0.072888,0.061177,0.039508,0.187305,0.031074,0.109553,0.032437,0.062981,0.023569,0.794029,0.086071,0.002077,0.001068,0.001157,0.000641,0.000820,0.000657,0.000773,0.000876,0.001029,0.001149,0.086250,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,compliance_shift,long_horizon,0.862500,0.739624,0.087266,0.082232,0.045628,0.188083,0.035338,0.121727,0.040164,0.073333,0.031476,0.796079,0.075940,0.002340,0.001183,0.001091,0.000680,0.000968,0.000599,0.000737,0.000798,0.000974,0.000969,0.075867,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,compliance_shift,sparse_observation,0.862500,0.711485,0.091909,0.079295,0.047546,0.193124,0.042991,0.136067,0.043589,0.082541,0.036393,0.771813,0.075940,0.002303,0.001112,0.001158,0.000809,0.000842,0.000546,0.000899,0.000844,0.001068,0.001041,0.075902,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,contact_mode_flip,combined_stress,0.675000,0.693858,0.113853,0.100865,0.055638,0.197913,0.047029,0.150673,0.054103,0.096028,0.047968,0.519542,0.103285,0.002313,0.001158,0.001011,0.000715,0.000820,0.000638,0.000955,0.000866,0.001018,0.001058,0.103294,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,contact_mode_flip,hidden_mechanism,0.725000,0.716463,0.097724,0.081344,0.045901,0.192518,0.037434,0.128290,0.041982,0.076876,0.034175,0.636551,0.098464,0.001845,0.001167,0.001077,0.000631,0.001001,0.000586,0.000840,0.000810,0.000951,0.001122,0.098658,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,contact_mode_flip,in_distribution,0.850000,0.727537,0.088120,0.070929,0.041852,0.190702,0.033744,0.118137,0.035669,0.067603,0.026946,0.795136,0.078740,0.002179,0.001095,0.001225,0.000742,0.000934,0.000711,0.000859,0.000821,0.001036,0.001076,0.078754,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,contact_mode_flip,long_horizon,0.925000,0.720244,0.099683,0.092124,0.049355,0.192534,0.038234,0.130695,0.045702,0.081021,0.037265,0.820700,0.058082,0.002049,0.001184,0.001171,0.000674,0.000963,0.000637,0.000816,0.000889,0.001192,0.001188,0.058035,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,contact_mode_flip,sparse_observation,0.787500,0.694669,0.105372,0.088514,0.050919,0.196593,0.045087,0.145560,0.047000,0.087878,0.040012,0.661721,0.090208,0.002382,0.001039,0.001122,0.000627,0.000840,0.000702,0.000790,0.000808,0.000980,0.000966,0.090162,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,friction_shift,combined_stress,0.825000,0.718339,0.095175,0.089667,0.051537,0.192338,0.043380,0.138724,0.047361,0.087652,0.040023,0.718437,0.083789,0.002287,0.001204,0.001096,0.000704,0.000765,0.000641,0.000933,0.000934,0.001198,0.001110,0.083874,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,friction_shift,hidden_mechanism,0.812500,0.741928,0.076288,0.068260,0.041482,0.187873,0.034145,0.115287,0.033740,0.066729,0.024629,0.778321,0.086071,0.002199,0.001152,0.001076,0.000693,0.000952,0.000654,0.000867,0.000950,0.001273,0.001157,0.086524,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,friction_shift,in_distribution,0.812500,0.749726,0.068177,0.058309,0.037283,0.185785,0.029843,0.105635,0.028927,0.059184,0.019728,0.808566,0.086071,0.002051,0.000924,0.001162,0.000738,0.000932,0.000655,0.000894,0.000786,0.001088,0.001026,0.086102,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,friction_shift,long_horizon,0.787500,0.745111,0.081622,0.079553,0.044967,0.187395,0.034072,0.118223,0.038041,0.070914,0.029003,0.733870,0.090208,0.002040,0.001124,0.001057,0.000663,0.000903,0.000686,0.000826,0.000972,0.001196,0.001145,0.090075,80
counterfactual_mechanism_audit_v5,deformable_bin_pick,friction_shift,sparse_observation,0.812500,0.722309,0.084456,0.075585,0.045495,0.191328,0.041762,0.132402,0.040274,0.079418,0.032540,0.741454,0.086071,0.002165,0.001150,0.001092,0.000671,0.000822,0.000606,0.000941,0.000801,0.001106,0.001045,0.086397,80
